Yıl,Ay,Gün,Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024,Şubat,25,2024-02-25,Sağlık,268.59,ATM,ATM Çekimi
2024,Şubat,28,2024-02-28,Restoran,4665.7,Market,Metro
2024,Şubat,23,2024-02-23,ATM Çekimi,118.77,Restoran,Unusual Expense
2024,Şubat,24,2024-02-24,Restoran,174.67,ATM,ATM Çekimi
2024,Şubat,5,2024-02-05,Restoran,2381.19,Sağlık,Doktor
2024,Şubat,24,2024-02-24,Eğlence,493.75,Sağlık,Doktor
2024,Şubat,25,2024-02-25,Sağlık,1437.82,Market,Şok
2024,Şubat,29,2024-02-29,Alışveriş,4351.23,ATM,ATM Çekimi
2024,Şubat,10,2024-02-10,ATM Çekimi,117.75,Restoran,Sushi
2024,Şubat,22,2024-02-22,ATM Çekimi,415.52,Sağlık,Eczane
2024,Şubat,3,2024-02-03,Eğlence,417.27,Sağlık,Eczane
2024,Şubat,17,2024-02-17,ATM Çekimi,437.55,Sağlık,Eczane
2024,Şubat,10,2024-02-10,Eğlence,53.18,Market,Metro
2024,Şubat,27,2024-02-27,Restoran,458.0,Market,Şok
2024,Şubat,5,2024-02-05,Restoran,17.93,Sağlık,Doktor
2024,Şubat,10,2024-02-10,Restoran,89.41,Market,Şok
2024,Şubat,3,2024-02-03,Alışveriş,155.11,Market,A101
2024,Şubat,21,2024-02-21,Sağlık,100.83,ATM,ATM Çekimi
2024,Şubat,15,2024-02-15,Alışveriş,2014.54,Market,Şok
2024,Şubat,5,2024-02-05,Sağlık,493.4,Sağlık,Eczane
2024,Şubat,21,2024-02-21,Restoran,325.52,ATM,ATM Çekimi
2024,Şubat,24,2024-02-24,Eğlence,346.1,Market,A101
2024,Şubat,18,2024-02-18,Eğlence,308.5,Sağlık,Doktor
2024,Şubat,1,2024-02-01,Sağlık,209.33,Restoran,Pasta
2024,Şubat,14,2024-02-14,Sağlık,477.41,ATM,ATM Çekimi
2024,Şubat,20,2024-02-20,Alışveriş,357.11,Market,Şok
2024,Şubat,6,2024-02-06,Sağlık,164.79,Eğlence,Konser
2024,Şubat,3,2024-02-03,Restoran,299.92,Restoran,Sushi
2024,Şubat,10,2024-02-10,Sağlık,2433.48,Sağlık,Eczane
2024,Şubat,25,2024-02-25,Eğlence,15.43,Sağlık,Doktor
2024,Şubat,18,2024-02-18,Restoran,3307.44,Restoran,Pasta
2024,Şubat,17,2024-02-17,ATM Çekimi,392.16,ATM,ATM Çekimi
2024,Şubat,22,2024-02-22,Sağlık,194.1,Market,A101
2024,Şubat,24,2024-02-24,Restoran,2634.65,Eğlence,Sinema
2024,Şubat,15,2024-02-15,Sağlık,2658.32,Eğlence,Tiyatro
2024,Şubat,24,2024-02-24,Alışveriş,265.32,Sağlık,Doktor
2024,Şubat,11,2024-02-11,Sağlık,46.61,Eğlence,Konser
2024,Şubat,29,2024-02-29,ATM Çekimi,431.73,Eğlence,Konser
2024,Şubat,1,2024-02-01,ATM Çekimi,2771.65,ATM,ATM Çekimi
2024,Şubat,3,2024-02-03,Restoran,4825.43,Restoran,Burger
2024,Şubat,3,2024-02-03,Eğlence,440.71,ATM,ATM Çekimi
2024,Şubat,9,2024-02-09,Sağlık,17.98,Market,Şok
2024,Şubat,23,2024-02-23,Eğlence,84.27,Sağlık,Doktor
2024,Şubat,27,2024-02-27,ATM Çekimi,278.41,Market,Metro
2024,Şubat,14,2024-02-14,Alışveriş,4079.28,Restoran,Pasta
2024,Şubat,27,2024-02-27,Sağlık,419.73,ATM,ATM Çekimi
2024,Şubat,18,2024-02-18,Sağlık,79.84,ATM,ATM Çekimi
2024,Şubat,13,2024-02-13,Alışveriş,233.06,ATM,ATM Çekimi
2024,Şubat,20,2024-02-20,ATM Çekimi,234.37,Sağlık,Eczane
2024,Şubat,1,2024-02-01,Alışveriş,123.75,ATM,ATM Çekimi
2024,Şubat,19,2024-02-19,Restoran,156.02,Eğlence,Unusual Expense
2024,Şubat,26,2024-02-26,Alışveriş,295.95,Restoran,Sushi
2024,Şubat,14,2024-02-14,ATM Çekimi,243.84,Market,A101
2024,Şubat,25,2024-02-25,Restoran,272.52,Sağlık,Eczane
2024,Şubat,6,2024-02-06,Alışveriş,95.82,Eğlence,Unusual Expense
2024,Şubat,19,2024-02-19,Restoran,193.94,Restoran,Pasta
2024,Şubat,3,2024-02-03,Eğlence,4602.23,Restoran,Burger
2024,Şubat,15,2024-02-15,Alışveriş,169.22,Sağlık,Unusual Expense
2024,Şubat,24,2024-02-24,Sağlık,81.54,ATM,ATM Çekimi
2024,Şubat,20,2024-02-20,ATM Çekimi,493.77,ATM,ATM Çekimi
2024,Şubat,22,2024-02-22,Eğlence,216.72,Eğlence,Sinema
2024,Şubat,9,2024-02-09,Sağlık,172.77,Sağlık,Eczane
2024,Şubat,5,2024-02-05,Sağlık,4549.34,Market,Şok
2024,Şubat,5,2024-02-05,Eğlence,4914.78,Market,Metro
2024,Şubat,11,2024-02-11,Eğlence,367.06,Sağlık,Doktor
2024,Şubat,3,2024-02-03,Alışveriş,423.38,Eğlence,Konser
2024,Şubat,18,2024-02-18,ATM Çekimi,1821.65,Restoran,Burger
2024,Şubat,26,2024-02-26,Restoran,162.64,Restoran,Pasta
2024,Şubat,29,2024-02-29,Restoran,41.29,Eğlence,Tiyatro
2024,Şubat,27,2024-02-27,Restoran,422.7,Market,Unusual Expense
2024,Şubat,10,2024-02-10,Restoran,193.29,Market,Metro
2024,Şubat,16,2024-02-16,Alışveriş,357.16,ATM,Unusual Expense
2024,Şubat,24,2024-02-24,Sağlık,411.91,Sağlık,Eczane
2024,Şubat,21,2024-02-21,Sağlık,170.22,Sağlık,Doktor
2024,Şubat,26,2024-02-26,Eğlence,1991.51,ATM,Unusual Expense
2024,Şubat,23,2024-02-23,Alışveriş,308.29,Sağlık,Eczane
2024,Şubat,3,2024-02-03,Restoran,257.09,Eğlence,Sinema
2024,Şubat,28,2024-02-28,Eğlence,143.83,Market,Metro
2024,Şubat,26,2024-02-26,Alışveriş,483.75,Restoran,Sushi
2024,Şubat,5,2024-02-05,Sağlık,186.63,Market,Şok
2024,Şubat,10,2024-02-10,Sağlık,433.44,Market,Unusual Expense
2024,Şubat,11,2024-02-11,Restoran,44.36,ATM,ATM Çekimi
2024,Şubat,11,2024-02-11,ATM Çekimi,202.07,Market,Unusual Expense
2024,Şubat,9,2024-02-09,Alışveriş,61.54,Restoran,Pasta
2024,Şubat,23,2024-02-23,Restoran,17.6,Eğlence,Sinema
2024,Şubat,20,2024-02-20,Alışveriş,413.19,Market,Unusual Expense
2024,Şubat,20,2024-02-20,ATM Çekimi,36.66,Market,Metro
2024,Şubat,2,2024-02-02,Eğlence,2524.94,Eğlence,Sinema
2024,Şubat,5,2024-02-05,ATM Çekimi,340.57,ATM,ATM Çekimi
2024,Şubat,7,2024-02-07,Eğlence,323.15,Market,A101
2024,Şubat,29,2024-02-29,Alışveriş,421.36,Sağlık,Doktor
2024,Şubat,2,2024-02-02,Alışveriş,238.28,Eğlence,Tiyatro
2024,Şubat,1,2024-02-01,ATM Çekimi,231.09,Eğlence,Sinema
2024,Şubat,21,2024-02-21,Alışveriş,342.51,Market,A101
2024,Şubat,27,2024-02-27,ATM Çekimi,84.95,Market,Metro
2024,Şubat,24,2024-02-24,Sağlık,395.1,Restoran,Pasta
2024,Şubat,19,2024-02-19,Eğlence,88.7,Sağlık,Eczane
2024,Şubat,11,2024-02-11,Eğlence,176.85,Market,Metro
2024,Şubat,7,2024-02-07,Alışveriş,127.23,Eğlence,Tiyatro
2024,Şubat,23,2024-02-23,Restoran,1566.99,ATM,ATM Çekimi
2024,Şubat,28,2024-02-28,Restoran,2359.04,Eğlence,Sinema
2024,Şubat,5,2024-02-05,ATM Çekimi,53.88,ATM,ATM Çekimi
2024,Şubat,29,2024-02-29,ATM Çekimi,48.9,Restoran,Burger
2024,Şubat,23,2024-02-23,Sağlık,76.46,Sağlık,Eczane
2024,Şubat,6,2024-02-06,Alışveriş,311.7,Eğlence,Konser
2024,Mart,17,2024-03-17,ATM Çekimi,337.67,Seyahat,Tren
2024,Mart,24,2024-03-24,Seyahat,271.94,Giyim,Zara
2024,Mart,9,2024-03-09,Seyahat,213.82,Seyahat,Uçak
2024,Mart,28,2024-03-28,ATM Çekimi,162.56,Giyim,H&M
2024,Mart,7,2024-03-07,Fatura Ödemesi,286.98,Kafe,Kahve Dünyası
2024,Mart,22,2024-03-22,ATM Çekimi,301.89,Seyahat,Tren
2024,Mart,9,2024-03-09,Fatura Ödemesi,366.77,Giyim,H&M
2024,Mart,10,2024-03-10,ATM Çekimi,98.3,Kafe,Kahve Dünyası
2024,Mart,19,2024-03-19,ATM Çekimi,70.15,Seyahat,Uçak
2024,Mart,30,2024-03-30,Seyahat,345.05,Seyahat,Otobüs
2024,Mart,31,2024-03-31,Kafe,243.49,Fatura Ödemesi,Elektrik
2024,Mart,11,2024-03-11,Fatura Ödemesi,349.97,Fatura Ödemesi,Su
2024,Mart,9,2024-03-09,ATM Çekimi,278.65,Seyahat,Tren
2024,Mart,1,2024-03-01,Alışveriş,384.46,ATM,ATM Çekimi
2024,Mart,21,2024-03-21,ATM Çekimi,328.77,Kafe,Gloria Jeans
2024,Mart,17,2024-03-17,Fatura Ödemesi,246.8,Giyim,Zara
2024,Mart,13,2024-03-13,ATM Çekimi,225.73,Kafe,Starbucks
2024,Mart,22,2024-03-22,Kafe,231.41,Fatura Ödemesi,Su
2024,Mart,11,2024-03-11,Kafe,384.22,Giyim,H&M
2024,Mart,3,2024-03-03,ATM Çekimi,302.44,Kafe,Gloria Jeans
2024,Mart,18,2024-03-18,ATM Çekimi,313.04,Seyahat,Uçak
2024,Mart,8,2024-03-08,Kafe,463.37,ATM,ATM Çekimi
2024,Mart,12,2024-03-12,ATM Çekimi,131.93,Giyim,Zara
2024,Mart,15,2024-03-15,Alışveriş,99.73,Seyahat,Uçak
2024,Mart,3,2024-03-03,ATM Çekimi,420.63,Fatura Ödemesi,Su
2024,Mart,4,2024-03-04,Fatura Ödemesi,472.91,Kafe,Kahve Dünyası
2024,Mart,24,2024-03-24,Kafe,31.31,Seyahat,Uçak
2024,Mart,13,2024-03-13,Alışveriş,423.48,Kafe,Starbucks
2024,Mart,29,2024-03-29,Fatura Ödemesi,225.15,Fatura Ödemesi,Doğalgaz
2024,Mart,5,2024-03-05,Seyahat,57.26,ATM,ATM Çekimi
2024,Mart,22,2024-03-22,Fatura Ödemesi,316.86,Fatura Ödemesi,Elektrik
2024,Mart,6,2024-03-06,Alışveriş,338.68,Seyahat,Uçak
2024,Mart,11,2024-03-11,Seyahat,95.21,ATM,ATM Çekimi
2024,Mart,11,2024-03-11,ATM Çekimi,271.87,Giyim,H&M
2024,Mart,18,2024-03-18,Fatura Ödemesi,347.74,Giyim,Zara
2024,Mart,2,2024-03-02,Kafe,77.8,Fatura Ödemesi,Doğalgaz
2024,Mart,7,2024-03-07,ATM Çekimi,361.01,Giyim,Zara
2024,Mart,5,2024-03-05,ATM Çekimi,120.53,Kafe,Kahve Dünyası
2024,Mart,13,2024-03-13,Seyahat,490.54,ATM,ATM Çekimi
2024,Mart,23,2024-03-23,Kafe,12.6,Kafe,Kahve Dünyası
2024,Mart,24,2024-03-24,ATM Çekimi,162.82,Kafe,Kahve Dünyası
2024,Mart,10,2024-03-10,ATM Çekimi,132.37,ATM,ATM Çekimi
2024,Mart,27,2024-03-27,Seyahat,417.18,Fatura Ödemesi,Doğalgaz
2024,Mart,1,2024-03-01,Kafe,495.36,Giyim,Zara
2024,Mart,29,2024-03-29,Kafe,112.66,Giyim,LC Waikiki
2024,Mart,21,2024-03-21,Alışveriş,115.33,Giyim,H&M
2024,Mart,28,2024-03-28,Kafe,58.87,Fatura Ödemesi,Su
2024,Mart,3,2024-03-03,Fatura Ödemesi,358.0,Giyim,H&M
2024,Mart,30,2024-03-30,Fatura Ödemesi,98.67,Fatura Ödemesi,Elektrik
2024,Mart,26,2024-03-26,Seyahat,450.85,Giyim,LC Waikiki
2024,Mart,9,2024-03-09,Kafe,458.25,Kafe,Gloria Jeans
2024,Mart,28,2024-03-28,Seyahat,51.72,Kafe,Kahve Dünyası
2024,Mart,11,2024-03-11,Alışveriş,488.19,ATM,ATM Çekimi
2024,Mart,31,2024-03-31,Seyahat,262.75,Fatura Ödemesi,Doğalgaz
2024,Mart,7,2024-03-07,Fatura Ödemesi,238.07,Fatura Ödemesi,Su
2024,Mart,24,2024-03-24,Seyahat,480.48,Seyahat,Otobüs
2024,Mart,22,2024-03-22,Alışveriş,90.27,Giyim,H&M
2024,Mart,26,2024-03-26,Kafe,200.27,Fatura Ödemesi,Elektrik
2024,Mart,18,2024-03-18,ATM Çekimi,464.34,Fatura Ödemesi,Doğalgaz
2024,Mart,20,2024-03-20,Kafe,182.58,Kafe,Gloria Jeans
2024,Mart,10,2024-03-10,Alışveriş,394.96,Giyim,Zara
2024,Mart,16,2024-03-16,Alışveriş,348.67,Giyim,H&M
2024,Mart,4,2024-03-04,ATM Çekimi,371.74,Seyahat,Uçak
2024,Mart,5,2024-03-05,Alışveriş,348.81,Kafe,Starbucks
2024,Mart,11,2024-03-11,Alışveriş,174.14,Giyim,LC Waikiki
2024,Mart,4,2024-03-04,Fatura Ödemesi,484.31,Seyahat,Otobüs
2024,Mart,3,2024-03-03,Alışveriş,110.29,Seyahat,Uçak
2024,Mart,3,2024-03-03,ATM Çekimi,146.75,Fatura Ödemesi,Su
2024,Mart,17,2024-03-17,Alışveriş,191.22,Seyahat,Otobüs
2024,Mart,13,2024-03-13,Fatura Ödemesi,210.98,Kafe,Gloria Jeans
2024,Mart,27,2024-03-27,ATM Çekimi,29.74,Seyahat,Otobüs
2024,Mart,16,2024-03-16,Alışveriş,461.35,Giyim,LC Waikiki
2024,Mart,16,2024-03-16,Seyahat,485.05,Giyim,H&M
2024,Mart,6,2024-03-06,ATM Çekimi,373.87,Giyim,LC Waikiki
2024,Mart,6,2024-03-06,Fatura Ödemesi,192.49,Seyahat,Otobüs
2024,Mart,11,2024-03-11,Alışveriş,97.9,Kafe,Kahve Dünyası
2024,Mart,8,2024-03-08,ATM Çekimi,11.79,ATM,ATM Çekimi
2024,Mart,21,2024-03-21,Seyahat,488.2,Kafe,Kahve Dünyası
2024,Mart,27,2024-03-27,Seyahat,183.99,Fatura Ödemesi,Su
2024,Mart,12,2024-03-12,ATM Çekimi,116.82,Fatura Ödemesi,Elektrik
2024,Mart,26,2024-03-26,ATM Çekimi,373.56,Giyim,LC Waikiki
2024,Mart,10,2024-03-10,Kafe,23.94,ATM,ATM Çekimi
2024,Mart,17,2024-03-17,Kafe,78.32,Seyahat,Uçak
2024,Mart,28,2024-03-28,Seyahat,419.36,Giyim,H&M
2024,Mart,13,2024-03-13,Seyahat,345.13,Seyahat,Otobüs
2024,Mart,24,2024-03-24,Seyahat,230.12,Kafe,Gloria Jeans
2024,Mart,30,2024-03-30,Alışveriş,466.96,Fatura Ödemesi,Elektrik
2024,Mart,20,2024-03-20,Seyahat,231.47,Kafe,Starbucks
2024,Mart,3,2024-03-03,Alışveriş,430.54,Seyahat,Tren
2024,Mart,3,2024-03-03,Fatura Ödemesi,412.28,Seyahat,Otobüs
2024,Mart,29,2024-03-29,Kafe,409.51,Giyim,H&M
2024,Mart,17,2024-03-17,Alışveriş,223.14,Seyahat,Otobüs
2024,Mart,2,2024-03-02,ATM Çekimi,450.99,Kafe,Gloria Jeans
2024,Mart,17,2024-03-17,Fatura Ödemesi,159.9,Giyim,LC Waikiki
2024,Mart,4,2024-03-04,Alışveriş,91.22,Giyim,H&M
2024,Mart,22,2024-03-22,Seyahat,408.27,Fatura Ödemesi,Doğalgaz
2024,Mart,9,2024-03-09,ATM Çekimi,254.55,Fatura Ödemesi,Doğalgaz
2024,Mart,22,2024-03-22,Seyahat,484.8,Kafe,Gloria Jeans
2024,Mart,5,2024-03-05,ATM Çekimi,132.95,Fatura Ödemesi,Elektrik
2024,Mart,23,2024-03-23,ATM Çekimi,145.99,Giyim,Zara
2024,Mart,30,2024-03-30,Seyahat,46.45,Fatura Ödemesi,Doğalgaz
2024,Mart,31,2024-03-31,ATM Çekimi,351.33,Fatura Ödemesi,Elektrik
2024,Mart,11,2024-03-11,Kafe,261.51,Seyahat,Uçak
2024,Mart,25,2024-03-25,Alışveriş,214.02,Fatura Ödemesi,Su
2024,Mart,10,2024-03-10,Kafe,103.24,Seyahat,Otobüs
2024,Mart,15,2024-03-15,Kafe,252.16,Seyahat,Otobüs
2024,Mart,19,2024-03-19,Kafe,109.08,Seyahat,Tren
2024,Mart,18,2024-03-18,ATM Çekimi,286.79,Giyim,LC Waikiki
2024,Mart,4,2024-03-04,Seyahat,337.13,Fatura Ödemesi,Su
2024,Mart,13,2024-03-13,ATM Çekimi,128.98,Kafe,Kahve Dünyası
2024,Mart,17,2024-03-17,ATM Çekimi,70.29,Kafe,Gloria Jeans
2024,Mart,10,2024-03-10,Kafe,353.62,Fatura Ödemesi,Doğalgaz
2024,Mart,12,2024-03-12,Fatura Ödemesi,278.18,Seyahat,Uçak
2024,Mart,24,2024-03-24,Kafe,447.69,Giyim,H&M
2024,Mart,11,2024-03-11,Seyahat,224.47,Giyim,Zara
2024,Mart,4,2024-03-04,Seyahat,357.49,Giyim,H&M
2024,Mart,24,2024-03-24,Kafe,313.67,Kafe,Gloria Jeans
2024,Mart,5,2024-03-05,Alışveriş,108.18,Kafe,Kahve Dünyası
2024,Mart,23,2024-03-23,Kafe,263.56,Seyahat,Otobüs
2024,Mart,25,2024-03-25,Kafe,76.7,Giyim,H&M
2024,Mart,25,2024-03-25,Kafe,306.81,Seyahat,Uçak
2024,Mart,11,2024-03-11,ATM Çekimi,447.73,ATM,ATM Çekimi
2024,Mart,11,2024-03-11,Kafe,479.64,Fatura Ödemesi,Elektrik
2024,Mart,29,2024-03-29,Seyahat,163.83,Giyim,Zara
2024,Mart,11,2024-03-11,ATM Çekimi,247.3,Kafe,Kahve Dünyası
2024,Mart,26,2024-03-26,ATM Çekimi,364.19,Fatura Ödemesi,Su
2024,Mart,13,2024-03-13,ATM Çekimi,407.42,Giyim,H&M
2024,Mart,14,2024-03-14,Kafe,263.75,Seyahat,Otobüs
2024,Mart,10,2024-03-10,ATM Çekimi,427.07,Fatura Ödemesi,Su
2024,Mart,29,2024-03-29,Fatura Ödemesi,109.8,Seyahat,Tren
2024,Mart,13,2024-03-13,Kafe,447.36,ATM,ATM Çekimi
2024,Mart,3,2024-03-03,Alışveriş,20.95,Kafe,Starbucks
2024,Mart,31,2024-03-31,ATM Çekimi,332.95,Seyahat,Uçak
2024,Mart,21,2024-03-21,Alışveriş,80.48,Giyim,LC Waikiki
2024,Mart,30,2024-03-30,Seyahat,252.24,Kafe,Kahve Dünyası
2024,Mart,30,2024-03-30,Kafe,346.71,Seyahat,Uçak
2024,Mart,24,2024-03-24,Alışveriş,271.17,Fatura Ödemesi,Doğalgaz
2024,Mart,5,2024-03-05,Seyahat,48.52,Fatura Ödemesi,Elektrik
2024,Mart,23,2024-03-23,Fatura Ödemesi,185.58,Fatura Ödemesi,Doğalgaz
2024,Mart,3,2024-03-03,Alışveriş,165.59,Giyim,LC Waikiki
2024,Mart,5,2024-03-05,ATM Çekimi,371.21,Seyahat,Otobüs
2024,Mart,2,2024-03-02,Kafe,258.84,Giyim,Zara
2024,Mart,16,2024-03-16,Kafe,156.54,Giyim,H&M
2024,Mart,12,2024-03-12,Kafe,165.67,ATM,ATM Çekimi
2024,Mart,3,2024-03-03,Fatura Ödemesi,498.94,Seyahat,Otobüs
2024,Mart,16,2024-03-16,Alışveriş,339.83,Giyim,H&M
2024,Mart,14,2024-03-14,Seyahat,78.32,Kafe,Kahve Dünyası
2024,Mart,5,2024-03-05,Seyahat,269.25,ATM,ATM Çekimi
2024,Mart,13,2024-03-13,Seyahat,261.97,Kafe,Starbucks
2024,Mart,21,2024-03-21,Fatura Ödemesi,228.92,Fatura Ödemesi,Su
2024,Mart,2,2024-03-02,Alışveriş,18.95,Seyahat,Uçak
2024,Mart,13,2024-03-13,ATM Çekimi,397.05,Fatura Ödemesi,Su
2024,Mart,10,2024-03-10,Kafe,329.45,ATM,ATM Çekimi
2024,Mart,19,2024-03-19,Seyahat,199.31,Kafe,Gloria Jeans
2024,Mart,1,2024-03-01,Fatura Ödemesi,306.95,ATM,ATM Çekimi
2024,Mart,25,2024-03-25,Kafe,214.37,Fatura Ödemesi,Su
2024,Mart,9,2024-03-09,Alışveriş,295.86,Seyahat,Uçak
2024,Mart,28,2024-03-28,Seyahat,364.53,Fatura Ödemesi,Elektrik
2024,Mart,3,2024-03-03,Alışveriş,107.45,Kafe,Gloria Jeans
2024,Mart,15,2024-03-15,Kafe,236.36,Kafe,Gloria Jeans
2024,Mart,13,2024-03-13,Kafe,32.19,ATM,ATM Çekimi
2024,Mart,2,2024-03-02,Fatura Ödemesi,122.02,Seyahat,Tren
2024,Mart,24,2024-03-24,Kafe,306.64,Fatura Ödemesi,Su
2024,Mart,29,2024-03-29,ATM Çekimi,397.28,Kafe,Starbucks
2024,Mart,25,2024-03-25,Kafe,446.56,Giyim,LC Waikiki
2024,Mart,14,2024-03-14,ATM Çekimi,92.7,Kafe,Gloria Jeans
2024,Mart,27,2024-03-27,Alışveriş,245.56,ATM,ATM Çekimi
2024,Mart,27,2024-03-27,Kafe,206.66,Seyahat,Uçak
2024,Mart,29,2024-03-29,Alışveriş,32.12,ATM,ATM Çekimi
2024,Mart,22,2024-03-22,Kafe,363.33,Seyahat,Tren
2024,Mart,3,2024-03-03,Alışveriş,173.41,Kafe,Gloria Jeans
2024,Mart,10,2024-03-10,Seyahat,119.87,Kafe,Gloria Jeans
2024,Mart,17,2024-03-17,Seyahat,39.09,Seyahat,Tren
2024,Mart,6,2024-03-06,Kafe,60.67,Kafe,Kahve Dünyası
2024,Mart,13,2024-03-13,Alışveriş,193.68,Giyim,H&M
2024,Mart,6,2024-03-06,Fatura Ödemesi,470.02,ATM,ATM Çekimi
2024,Mart,25,2024-03-25,ATM Çekimi,135.96,Kafe,Kahve Dünyası
2024,Mart,31,2024-03-31,ATM Çekimi,76.2,Kafe,Starbucks
2024,Mart,1,2024-03-01,Kafe,404.6,Fatura Ödemesi,Su
2024,Mart,10,2024-03-10,Fatura Ödemesi,232.01,Seyahat,Otobüs
2024,Mart,15,2024-03-15,Seyahat,466.14,Fatura Ödemesi,Su
2024,Mart,4,2024-03-04,Kafe,83.44,Seyahat,Tren
2024,Mart,27,2024-03-27,Alışveriş,478.85,Giyim,H&M
2024,Mart,27,2024-03-27,Seyahat,394.73,Seyahat,Tren
2024,Mart,12,2024-03-12,ATM Çekimi,106.73,Seyahat,Tren
2024,Mart,15,2024-03-15,Seyahat,255.26,Kafe,Kahve Dünyası
2024,Mart,28,2024-03-28,Seyahat,264.85,Kafe,Kahve Dünyası
2024,Mart,3,2024-03-03,Kafe,309.62,Giyim,H&M
2024,Mart,9,2024-03-09,Fatura Ödemesi,439.59,ATM,ATM Çekimi
2024,Mart,9,2024-03-09,Alışveriş,421.3,Kafe,Gloria Jeans
2024,Mart,28,2024-03-28,Seyahat,425.18,Fatura Ödemesi,Elektrik
2024,Mart,18,2024-03-18,Fatura Ödemesi,379.78,Fatura Ödemesi,Doğalgaz
2024,Mart,21,2024-03-21,Seyahat,257.13,Giyim,LC Waikiki
2024,Mart,19,2024-03-19,Alışveriş,318.58,ATM,ATM Çekimi
2024,Mart,24,2024-03-24,Seyahat,454.78,Giyim,LC Waikiki
2024,Mart,11,2024-03-11,Kafe,220.59,Giyim,H&M
2024,Mart,8,2024-03-08,Alışveriş,196.51,Seyahat,Tren
2024,Mart,11,2024-03-11,ATM Çekimi,402.09,ATM,ATM Çekimi
2024,Mart,3,2024-03-03,Seyahat,165.05,Seyahat,Uçak
2024,Mart,6,2024-03-06,Fatura Ödemesi,468.55,ATM,ATM Çekimi
2024,Mart,22,2024-03-22,ATM Çekimi,368.93,Seyahat,Uçak
2024,Mart,21,2024-03-21,Alışveriş,19.09,Kafe,Gloria Jeans
2024,Mart,6,2024-03-06,Seyahat,485.16,Giyim,Zara
2024,Mart,12,2024-03-12,Fatura Ödemesi,113.76,Giyim,Zara
2024,Mart,17,2024-03-17,Alışveriş,267.27,Giyim,LC Waikiki
2024,Mart,21,2024-03-21,Fatura Ödemesi,25.47,Seyahat,Uçak
2024,Mart,20,2024-03-20,ATM Çekimi,289.83,ATM,ATM Çekimi
2024,Mart,31,2024-03-31,Seyahat,485.64,Kafe,Starbucks
2024,Mart,29,2024-03-29,Alışveriş,407.0,ATM,ATM Çekimi
2024,Mart,22,2024-03-22,Seyahat,62.72,Seyahat,Otobüs
2024,Mart,30,2024-03-30,Fatura Ödemesi,456.3,Giyim,Zara
2024,Mart,8,2024-03-08,Alışveriş,275.02,Fatura Ödemesi,Su
2024,Mart,13,2024-03-13,Kafe,141.62,Giyim,H&M
2024,Mart,1,2024-03-01,Kafe,37.81,Seyahat,Otobüs
2024,Mart,28,2024-03-28,Alışveriş,227.06,Kafe,Kahve Dünyası
2024,Mart,18,2024-03-18,Fatura Ödemesi,128.79,ATM,ATM Çekimi
2024,Mart,14,2024-03-14,ATM Çekimi,57.36,Kafe,Kahve Dünyası
2024,Mart,9,2024-03-09,Seyahat,200.96,Kafe,Starbucks
2024,Mart,21,2024-03-21,Fatura Ödemesi,240.85,Giyim,H&M
2024,Mart,2,2024-03-02,Seyahat,333.48,Kafe,Kahve Dünyası
2024,Mart,2,2024-03-02,ATM Çekimi,291.39,Fatura Ödemesi,Doğalgaz
2024,Mart,18,2024-03-18,ATM Çekimi,141.94,Giyim,Zara
2024,Mart,10,2024-03-10,Alışveriş,234.48,Kafe,Starbucks
2024,Mart,12,2024-03-12,Fatura Ödemesi,465.74,ATM,ATM Çekimi
2024,Mart,22,2024-03-22,Fatura Ödemesi,176.46,ATM,ATM Çekimi
2024,Mart,7,2024-03-07,Seyahat,159.51,Kafe,Gloria Jeans
2024,Mart,27,2024-03-27,Alışveriş,417.59,ATM,ATM Çekimi
2024,Mart,15,2024-03-15,Fatura Ödemesi,200.2,Giyim,Zara
2024,Mart,5,2024-03-05,Fatura Ödemesi,185.33,Giyim,H&M
2024,Mart,30,2024-03-30,Alışveriş,219.04,ATM,ATM Çekimi
2024,Mart,13,2024-03-13,Alışveriş,431.53,Seyahat,Tren
2024,Mart,24,2024-03-24,Alışveriş,340.15,Seyahat,Tren
2024,Mart,12,2024-03-12,ATM Çekimi,14.03,Fatura Ödemesi,Su
2024,Mart,26,2024-03-26,Kafe,157.31,Giyim,H&M
2024,Mart,28,2024-03-28,Kafe,252.54,Giyim,LC Waikiki
2024,Mart,1,2024-03-01,Kafe,205.2,Seyahat,Uçak
2024,Mart,16,2024-03-16,Seyahat,42.63,Giyim,H&M
2024,Mart,9,2024-03-09,ATM Çekimi,168.05,ATM,ATM Çekimi
2024,Mart,12,2024-03-12,Alışveriş,363.87,Fatura Ödemesi,Su
2024,Mart,20,2024-03-20,Kafe,278.77,Seyahat,Uçak
2024,Mart,28,2024-03-28,Alışveriş,125.07,Seyahat,Otobüs
2024,Mart,21,2024-03-21,ATM Çekimi,377.25,ATM,ATM Çekimi
2024,Mart,15,2024-03-15,Seyahat,430.48,Kafe,Gloria Jeans
2024,Mart,23,2024-03-23,Fatura Ödemesi,181.63,Kafe,Kahve Dünyası
2024,Mart,15,2024-03-15,Seyahat,74.75,Fatura Ödemesi,Su
2024,Mart,12,2024-03-12,Kafe,224.87,Giyim,LC Waikiki
2024,Mart,10,2024-03-10,Alışveriş,11.09,Giyim,H&M
2024,Mart,5,2024-03-05,Fatura Ödemesi,172.78,Kafe,Starbucks
