Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024-03-22,Seyahat,143.19,ATM,ATM Çekimi
2024-03-29,Kafe,185.68,Fatura Ödemesi,Su
2024-03-24,Seyahat,246.98,Kafe,Kahve Dünyası
2024-03-28,Alışveriş,39.68,Kafe,Kahve Dünyası
2024-03-30,Seyahat,429.6,Kafe,Gloria Jeans
2024-03-05,Alışveriş,298.17,Fatura Ödemesi,Elektrik
2024-03-09,Alışveriş,72.55,Fatura Ödemesi,Doğalgaz
2024-03-28,Alışveriş,371.43,ATM,ATM Çekimi
2024-03-06,Kafe,183.68,ATM,ATM Çekimi
2024-03-06,Alışveriş,313.07,Fatura Ödemesi,Su
2024-03-09,Alışveriş,422.09,ATM,ATM Çekimi
2024-03-05,Kafe,339.63,Seyahat,Otobüs
2024-03-14,Kafe,303.46,Giyim,Zara
2024-03-16,Kafe,132.09,Seyahat,Otobüs
2024-03-03,Seyahat,242.5,ATM,ATM Çekimi
2024-03-13,Fatura Ödemesi,372.72,Giyim,H&M
2024-03-12,Kafe,81.84,Fatura Ödemesi,Doğalgaz
2024-03-20,Fatura Ödemesi,146.7,ATM,ATM Çekimi
2024-03-12,Kafe,182.35,Seyahat,Tren
2024-03-15,Kafe,317.22,ATM,ATM Çekimi
2024-03-17,Alışveriş,83.41,Fatura Ödemesi,Su
2024-03-26,Alışveriş,205.91,Seyahat,Otobüs
2024-03-11,Alışveriş,185.9,Giyim,H&M
2024-03-16,Alışveriş,451.16,ATM,ATM Çekimi
2024-03-07,Fatura Ödemesi,339.08,Kafe,Starbucks
2024-03-23,ATM Çekimi,135.94,ATM,ATM Çekimi
2024-03-26,ATM Çekimi,283.32,Giyim,LC Waikiki
2024-03-13,Seyahat,494.42,Giyim,LC Waikiki
2024-03-19,Fatura Ödemesi,55.8,ATM,ATM Çekimi
2024-03-15,Kafe,299.12,Fatura Ödemesi,Su
2024-03-16,Alışveriş,211.84,Giyim,H&M
2024-03-15,ATM Çekimi,132.33,Fatura Ödemesi,Elektrik
2024-03-28,ATM Çekimi,344.16,Fatura Ödemesi,Su
2024-03-27,Alışveriş,194.89,Seyahat,Otobüs
2024-03-02,Seyahat,30.18,ATM,ATM Çekimi
2024-03-16,Kafe,405.65,Giyim,LC Waikiki
2024-03-21,ATM Çekimi,411.68,Kafe,Gloria Jeans
2024-03-21,Seyahat,302.84,Kafe,Kahve Dünyası
2024-03-27,Alışveriş,51.72,Kafe,Starbucks
2024-03-15,Seyahat,378.38,Seyahat,Uçak
2024-03-23,ATM Çekimi,181.54,Seyahat,Uçak
2024-03-27,Fatura Ödemesi,199.8,Seyahat,Uçak
2024-03-02,Fatura Ödemesi,346.59,ATM,ATM Çekimi
2024-03-03,ATM Çekimi,22.02,ATM,ATM Çekimi
2024-03-21,Seyahat,70.71,Fatura Ödemesi,Elektrik
2024-03-30,Fatura Ödemesi,372.85,Fatura Ödemesi,Su
2024-03-27,Fatura Ödemesi,309.02,Seyahat,Uçak
2024-03-24,ATM Çekimi,342.81,ATM,ATM Çekimi
2024-03-20,Kafe,36.59,Seyahat,Uçak
2024-03-09,Fatura Ödemesi,77.87,Fatura Ödemesi,Doğalgaz
2024-03-17,Seyahat,206.05,ATM,ATM Çekimi
2024-03-02,Alışveriş,57.09,Kafe,Starbucks
2024-03-04,ATM Çekimi,372.5,Fatura Ödemesi,Doğalgaz
2024-03-19,Fatura Ödemesi,435.41,ATM,ATM Çekimi
2024-03-17,Kafe,26.04,ATM,ATM Çekimi
2024-03-15,Kafe,243.74,Fatura Ödemesi,Elektrik
2024-03-02,Kafe,398.98,Seyahat,Tren
2024-03-16,ATM Çekimi,142.09,Seyahat,Otobüs
2024-03-21,Alışveriş,267.88,Seyahat,Tren
2024-03-07,ATM Çekimi,209.98,Fatura Ödemesi,Doğalgaz
2024-03-10,Seyahat,428.28,Fatura Ödemesi,Elektrik
2024-03-16,Alışveriş,464.45,Giyim,Zara
2024-03-23,Seyahat,358.39,Seyahat,Otobüs
2024-03-06,ATM Çekimi,250.08,Fatura Ödemesi,Elektrik
2024-03-30,Seyahat,118.45,Giyim,Zara
2024-03-25,Alışveriş,178.66,Fatura Ödemesi,Doğalgaz
2024-03-24,Alışveriş,335.42,ATM,ATM Çekimi
2024-03-23,Fatura Ödemesi,316.74,Seyahat,Otobüs
2024-03-23,Fatura Ödemesi,201.05,ATM,ATM Çekimi
2024-03-15,Alışveriş,443.73,Seyahat,Otobüs
2024-03-10,Fatura Ödemesi,458.94,Seyahat,Tren
2024-03-13,ATM Çekimi,50.09,Fatura Ödemesi,Doğalgaz
2024-03-22,Fatura Ödemesi,306.41,ATM,ATM Çekimi
2024-03-28,Kafe,302.07,Giyim,Zara
2024-03-02,Fatura Ödemesi,15.94,Kafe,Kahve Dünyası
2024-03-06,Seyahat,177.51,Giyim,LC Waikiki
2024-03-28,Kafe,88.03,ATM,ATM Çekimi
2024-03-06,Fatura Ödemesi,452.47,Giyim,Zara
2024-03-04,Kafe,92.28,Kafe,Gloria Jeans
2024-03-13,Alışveriş,399.59,Fatura Ödemesi,Elektrik
2024-03-29,ATM Çekimi,427.55,Giyim,H&M
2024-03-29,Kafe,179.66,Fatura Ödemesi,Elektrik
2024-03-09,Fatura Ödemesi,47.86,Kafe,Starbucks
2024-03-11,Fatura Ödemesi,187.46,ATM,ATM Çekimi
2024-03-26,Alışveriş,305.61,Fatura Ödemesi,Doğalgaz
2024-03-11,Alışveriş,392.72,Fatura Ödemesi,Su
2024-03-29,Fatura Ödemesi,78.75,Fatura Ödemesi,Elektrik
2024-03-16,Alışveriş,417.97,Giyim,H&M
2024-03-29,Kafe,238.47,Fatura Ödemesi,Su
2024-03-15,Seyahat,73.72,Seyahat,Otobüs
2024-03-30,Fatura Ödemesi,193.04,Giyim,H&M
2024-03-24,Alışveriş,136.09,Giyim,LC Waikiki
2024-03-21,Seyahat,145.2,ATM,ATM Çekimi
2024-03-23,Fatura Ödemesi,14.08,Giyim,Zara
2024-03-04,ATM Çekimi,386.86,Fatura Ödemesi,Su
2024-03-20,Alışveriş,151.18,Seyahat,Uçak
2024-03-05,Fatura Ödemesi,141.78,Fatura Ödemesi,Elektrik
2024-03-07,Seyahat,76.4,Kafe,Kahve Dünyası
2024-03-08,Kafe,357.31,Fatura Ödemesi,Elektrik
2024-03-29,Seyahat,246.42,Giyim,H&M
2024-03-29,Kafe,487.96,Fatura Ödemesi,Elektrik
2024-03-17,Alışveriş,303.92,Giyim,LC Waikiki
2024-03-18,Seyahat,102.85,Kafe,Starbucks
2024-03-17,Fatura Ödemesi,451.58,Kafe,Kahve Dünyası
2024-03-10,Alışveriş,312.31,Kafe,Starbucks
2024-03-17,Alışveriş,458.26,ATM,ATM Çekimi
2024-03-28,ATM Çekimi,122.54,Kafe,Kahve Dünyası
2024-03-07,Fatura Ödemesi,284.16,Seyahat,Uçak
2024-03-12,ATM Çekimi,272.24,Seyahat,Otobüs
2024-03-06,Alışveriş,313.77,Seyahat,Tren
2024-03-24,Seyahat,411.24,Giyim,H&M
2024-03-11,Alışveriş,176.68,Fatura Ödemesi,Elektrik
2024-03-29,Fatura Ödemesi,454.17,Giyim,H&M
2024-03-07,ATM Çekimi,341.03,Giyim,LC Waikiki
2024-03-22,Alışveriş,223.38,Giyim,Zara
2024-03-07,ATM Çekimi,51.56,ATM,ATM Çekimi
2024-03-31,Alışveriş,316.44,Fatura Ödemesi,Doğalgaz
2024-03-31,Seyahat,253.69,Seyahat,Otobüs
2024-03-13,ATM Çekimi,117.24,Seyahat,Uçak
2024-03-26,Fatura Ödemesi,458.6,Fatura Ödemesi,Elektrik
2024-03-20,Kafe,407.58,Giyim,Zara
2024-03-14,Kafe,394.07,Giyim,Zara
2024-03-01,Kafe,386.45,Giyim,Zara
2024-03-10,Seyahat,268.62,ATM,ATM Çekimi
2024-03-31,Alışveriş,61.94,Seyahat,Otobüs
2024-03-28,Alışveriş,471.13,Fatura Ödemesi,Su
2024-03-30,Seyahat,480.53,Seyahat,Uçak
2024-03-13,Seyahat,49.43,Fatura Ödemesi,Su
2024-03-31,Alışveriş,473.31,Fatura Ödemesi,Su
2024-03-21,Kafe,222.76,Fatura Ödemesi,Doğalgaz
2024-03-24,Kafe,124.34,Fatura Ödemesi,Su
2024-03-19,Alışveriş,394.71,Giyim,LC Waikiki
2024-03-28,Fatura Ödemesi,413.24,Fatura Ödemesi,Su
2024-03-04,ATM Çekimi,257.75,Kafe,Kahve Dünyası
2024-03-16,Fatura Ödemesi,327.45,Seyahat,Uçak
2024-03-14,Alışveriş,178.06,Fatura Ödemesi,Doğalgaz
2024-03-28,Seyahat,117.29,ATM,ATM Çekimi
2024-03-17,Seyahat,338.74,Giyim,LC Waikiki
2024-03-12,Fatura Ödemesi,216.44,Seyahat,Uçak
2024-03-09,Kafe,20.28,Giyim,Zara
2024-03-25,Kafe,213.15,Kafe,Starbucks
2024-03-05,Alışveriş,319.02,Kafe,Starbucks
2024-03-14,Seyahat,79.81,Fatura Ödemesi,Elektrik
2024-03-29,Seyahat,184.43,Seyahat,Uçak
2024-03-07,Kafe,446.35,Seyahat,Uçak
2024-03-08,Fatura Ödemesi,253.31,Giyim,H&M
2024-03-11,ATM Çekimi,293.21,Kafe,Kahve Dünyası
2024-03-13,Kafe,451.58,Seyahat,Otobüs
2024-03-21,Kafe,250.28,Kafe,Kahve Dünyası
2024-03-09,Seyahat,452.01,Kafe,Gloria Jeans
2024-03-01,ATM Çekimi,87.01,Fatura Ödemesi,Su
2024-03-02,Seyahat,405.35,Fatura Ödemesi,Doğalgaz
2024-03-09,Kafe,481.58,Giyim,H&M
2024-03-17,ATM Çekimi,279.86,Kafe,Kahve Dünyası
2024-03-04,Seyahat,258.23,Fatura Ödemesi,Elektrik
2024-03-30,Kafe,454.84,Kafe,Gloria Jeans
2024-03-01,Alışveriş,98.76,Giyim,LC Waikiki
2024-03-05,Fatura Ödemesi,327.25,Giyim,H&M
2024-03-10,Seyahat,158.26,Fatura Ödemesi,Doğalgaz
2024-03-24,Fatura Ödemesi,488.62,Seyahat,Uçak
2024-03-02,Alışveriş,488.88,Kafe,Kahve Dünyası
2024-03-19,Kafe,227.69,ATM,ATM Çekimi
2024-03-12,Kafe,162.53,Seyahat,Tren
2024-03-27,Kafe,186.13,Fatura Ödemesi,Doğalgaz
2024-03-12,ATM Çekimi,32.63,ATM,ATM Çekimi
2024-03-30,Kafe,341.59,Fatura Ödemesi,Su
2024-03-16,Seyahat,215.3,ATM,ATM Çekimi
2024-03-14,Fatura Ödemesi,174.34,Giyim,LC Waikiki
2024-03-08,ATM Çekimi,301.08,Kafe,Gloria Jeans
2024-03-08,Kafe,466.66,Giyim,LC Waikiki
2024-03-25,Kafe,486.4,Seyahat,Uçak
2024-03-26,Seyahat,292.91,Fatura Ödemesi,Doğalgaz
2024-03-13,Kafe,463.85,ATM,ATM Çekimi
2024-03-27,Fatura Ödemesi,459.01,ATM,ATM Çekimi
2024-03-29,Alışveriş,277.68,Fatura Ödemesi,Elektrik
2024-03-25,ATM Çekimi,219.74,ATM,ATM Çekimi
2024-03-09,Alışveriş,222.09,Fatura Ödemesi,Su
2024-03-23,Kafe,107.32,Seyahat,Uçak
2024-03-12,Kafe,445.89,Kafe,Kahve Dünyası
2024-03-08,ATM Çekimi,238.03,Seyahat,Otobüs
2024-03-21,Fatura Ödemesi,270.5,Kafe,Gloria Jeans
2024-03-23,ATM Çekimi,76.39,ATM,ATM Çekimi
2024-03-19,Fatura Ödemesi,28.2,Giyim,LC Waikiki
2024-03-24,Alışveriş,394.24,ATM,ATM Çekimi
2024-03-12,Fatura Ödemesi,438.58,Fatura Ödemesi,Doğalgaz
2024-03-09,Alışveriş,78.14,Seyahat,Otobüs
2024-03-15,Fatura Ödemesi,51.86,Seyahat,Uçak
2024-03-18,Seyahat,161.81,Fatura Ödemesi,Doğalgaz
2024-03-31,Fatura Ödemesi,48.99,Kafe,Starbucks
2024-03-01,Kafe,101.26,ATM,ATM Çekimi
2024-03-29,Alışveriş,483.91,Seyahat,Otobüs
2024-03-12,ATM Çekimi,359.39,Fatura Ödemesi,Elektrik
2024-03-06,Fatura Ödemesi,182.99,ATM,ATM Çekimi
2024-03-12,ATM Çekimi,172.37,Giyim,Zara
2024-03-28,ATM Çekimi,172.28,Fatura Ödemesi,Elektrik
2024-03-31,Seyahat,480.61,Giyim,LC Waikiki
2024-03-16,ATM Çekimi,36.9,Seyahat,Uçak
2024-03-05,Alışveriş,316.26,Seyahat,Uçak
2024-03-20,Seyahat,475.14,Seyahat,Uçak
2024-03-14,ATM Çekimi,135.37,ATM,ATM Çekimi
2024-03-28,Alışveriş,131.2,Fatura Ödemesi,Su
2024-03-12,Kafe,354.81,Giyim,H&M
2024-03-31,Kafe,142.63,Fatura Ödemesi,Su
2024-03-29,ATM Çekimi,311.08,Kafe,Gloria Jeans
2024-03-16,Fatura Ödemesi,256.71,ATM,ATM Çekimi
2024-03-31,ATM Çekimi,184.41,Seyahat,Uçak
2024-03-12,Kafe,472.33,Giyim,H&M
2024-03-13,Seyahat,472.66,Fatura Ödemesi,Doğalgaz
2024-03-22,Alışveriş,63.69,Fatura Ödemesi,Su
2024-03-15,Seyahat,285.74,Fatura Ödemesi,Su
2024-03-04,Fatura Ödemesi,467.43,Fatura Ödemesi,Doğalgaz
2024-03-07,Seyahat,25.13,Kafe,Gloria Jeans
2024-03-02,Kafe,442.32,Seyahat,Otobüs
2024-03-01,Fatura Ödemesi,445.72,ATM,ATM Çekimi
2024-03-23,ATM Çekimi,456.06,Seyahat,Uçak
2024-03-16,Fatura Ödemesi,100.23,Giyim,Zara
2024-03-16,Kafe,400.89,Kafe,Starbucks
2024-03-28,Fatura Ödemesi,47.6,Giyim,H&M
2024-03-31,ATM Çekimi,485.79,Seyahat,Uçak
2024-03-01,Fatura Ödemesi,221.52,ATM,ATM Çekimi
2024-03-29,Fatura Ödemesi,465.45,ATM,ATM Çekimi
2024-03-11,Kafe,467.54,ATM,ATM Çekimi
2024-03-18,ATM Çekimi,407.52,ATM,ATM Çekimi
2024-03-22,ATM Çekimi,496.4,Fatura Ödemesi,Doğalgaz
2024-03-23,Fatura Ödemesi,216.94,Kafe,Kahve Dünyası
2024-03-26,ATM Çekimi,160.75,Seyahat,Otobüs
2024-03-28,Alışveriş,320.35,Fatura Ödemesi,Elektrik
2024-03-31,Fatura Ödemesi,380.66,ATM,ATM Çekimi
2024-03-31,ATM Çekimi,274.31,ATM,ATM Çekimi
2024-03-15,Fatura Ödemesi,247.19,Seyahat,Uçak
2024-03-02,Fatura Ödemesi,474.72,Seyahat,Uçak
2024-03-13,Kafe,222.17,Fatura Ödemesi,Su
2024-03-14,Fatura Ödemesi,274.62,Kafe,Kahve Dünyası
2024-03-15,Kafe,447.06,Fatura Ödemesi,Elektrik
2024-03-20,Seyahat,52.79,Giyim,LC Waikiki
2024-03-01,Kafe,301.76,Kafe,Gloria Jeans
2024-03-07,ATM Çekimi,447.05,Seyahat,Tren
2024-03-13,Kafe,159.25,Seyahat,Uçak
2024-03-13,Kafe,434.37,Kafe,Gloria Jeans
2024-03-02,Seyahat,415.76,Fatura Ödemesi,Doğalgaz
2024-03-12,Alışveriş,183.5,Giyim,LC Waikiki
2024-03-29,Kafe,429.15,Kafe,Gloria Jeans
2024-03-03,Kafe,143.41,Fatura Ödemesi,Elektrik
2024-03-29,ATM Çekimi,73.73,ATM,ATM Çekimi
2024-03-28,Seyahat,207.01,Kafe,Starbucks
2024-03-31,Alışveriş,488.46,Fatura Ödemesi,Su
2024-03-23,Alışveriş,216.24,Kafe,Starbucks
2024-03-23,Fatura Ödemesi,40.49,ATM,ATM Çekimi
2024-03-10,ATM Çekimi,174.49,Kafe,Kahve Dünyası
2024-03-28,Kafe,59.06,Giyim,H&M
2024-03-25,Fatura Ödemesi,132.81,Giyim,Zara
2024-03-21,Seyahat,66.44,ATM,ATM Çekimi
2024-03-24,Alışveriş,426.16,Giyim,Zara
2024-03-12,Fatura Ödemesi,136.97,ATM,ATM Çekimi
2024-03-24,Fatura Ödemesi,406.83,ATM,ATM Çekimi
2024-03-10,Kafe,258.36,Fatura Ödemesi,Su
2024-03-19,ATM Çekimi,204.31,Kafe,Kahve Dünyası
2024-03-01,Seyahat,54.99,Kafe,Kahve Dünyası
2024-03-12,Kafe,315.85,Seyahat,Uçak
2024-03-23,Fatura Ödemesi,235.37,Kafe,Starbucks
2024-03-02,ATM Çekimi,261.78,Giyim,Zara
2024-03-07,Alışveriş,70.03,Giyim,H&M
2024-03-02,ATM Çekimi,247.83,Kafe,Starbucks
2024-03-09,Fatura Ödemesi,266.37,Fatura Ödemesi,Su
2024-03-22,Kafe,284.92,Fatura Ödemesi,Elektrik
2024-03-13,Seyahat,363.49,Fatura Ödemesi,Doğalgaz
2024-03-09,Kafe,320.96,Fatura Ödemesi,Su
2024-03-16,Fatura Ödemesi,393.37,Seyahat,Otobüs
2024-03-23,Seyahat,54.47,Giyim,H&M
2024-03-12,Fatura Ödemesi,323.02,Fatura Ödemesi,Su
2024-03-21,Fatura Ödemesi,91.91,ATM,ATM Çekimi
2024-03-08,Kafe,499.51,Fatura Ödemesi,Doğalgaz
2024-03-10,Alışveriş,215.16,Giyim,LC Waikiki
2024-03-27,Seyahat,66.56,Fatura Ödemesi,Su
2024-03-10,Kafe,83.89,Seyahat,Otobüs
2024-03-30,Fatura Ödemesi,268.99,Seyahat,Uçak
2024-03-05,Fatura Ödemesi,324.71,Kafe,Gloria Jeans
2024-03-01,ATM Çekimi,285.19,Fatura Ödemesi,Elektrik
2024-03-07,Kafe,427.69,Kafe,Starbucks
2024-03-26,Kafe,167.03,Kafe,Gloria Jeans
2024-03-28,Kafe,212.93,ATM,ATM Çekimi
2024-03-14,Alışveriş,484.49,ATM,ATM Çekimi
2024-03-30,ATM Çekimi,223.99,Fatura Ödemesi,Elektrik
2024-03-13,Fatura Ödemesi,191.48,Fatura Ödemesi,Su
2024-03-05,ATM Çekimi,315.61,Seyahat,Otobüs
2024-03-17,Seyahat,473.3,Fatura Ödemesi,Su
2024-03-24,Fatura Ödemesi,373.1,Giyim,Zara
2024-03-05,Kafe,278.35,Seyahat,Tren
2024-03-30,Fatura Ödemesi,132.9,ATM,ATM Çekimi
2024-03-03,Kafe,240.38,Kafe,Kahve Dünyası
2024-03-14,ATM Çekimi,284.5,Fatura Ödemesi,Su
2024-03-13,Seyahat,499.3,Kafe,Starbucks
2024-03-13,Seyahat,267.17,Kafe,Starbucks
2024-03-31,Seyahat,396.31,Kafe,Kahve Dünyası
2024-03-03,Fatura Ödemesi,348.66,ATM,ATM Çekimi
2024-03-09,Alışveriş,245.03,Giyim,H&M
2024-03-15,Seyahat,375.84,Kafe,Starbucks
2024-03-25,Kafe,435.87,ATM,ATM Çekimi
2024-03-09,Alışveriş,47.64,Fatura Ödemesi,Elektrik
2024-03-10,Alışveriş,353.06,Seyahat,Tren
2024-03-06,Seyahat,15.89,Kafe,Kahve Dünyası
2024-03-03,Alışveriş,108.5,Seyahat,Uçak
2024-03-13,Alışveriş,406.84,Seyahat,Otobüs
2024-03-17,Kafe,34.62,Seyahat,Uçak
2024-03-07,Alışveriş,148.07,Kafe,Starbucks
2024-03-15,Seyahat,479.18,Seyahat,Otobüs
2024-03-14,Seyahat,496.81,Seyahat,Tren
2024-03-04,Seyahat,301.26,Seyahat,Tren
2024-03-18,ATM Çekimi,228.02,Giyim,H&M
2024-03-21,Seyahat,467.21,Seyahat,Uçak
2024-03-22,Fatura Ödemesi,266.95,Seyahat,Tren
2024-03-29,Fatura Ödemesi,136.19,Kafe,Starbucks
2024-03-14,Seyahat,396.98,Fatura Ödemesi,Elektrik
2024-03-30,Kafe,68.1,Kafe,Kahve Dünyası
2024-03-02,Fatura Ödemesi,146.54,ATM,ATM Çekimi
2024-03-06,Kafe,94.51,Fatura Ödemesi,Su
2024-03-05,ATM Çekimi,127.92,Fatura Ödemesi,Su
2024-03-24,Seyahat,435.88,ATM,ATM Çekimi
2024-03-13,Seyahat,327.05,Seyahat,Otobüs
2024-03-21,Alışveriş,223.42,Giyim,Zara
2024-03-27,Alışveriş,351.47,Fatura Ödemesi,Elektrik
2024-03-16,ATM Çekimi,446.11,Fatura Ödemesi,Doğalgaz
2024-03-19,Fatura Ödemesi,230.56,ATM,ATM Çekimi
2024-03-19,ATM Çekimi,489.27,ATM,ATM Çekimi
2024-03-30,Kafe,215.58,Seyahat,Tren
2024-03-31,Alışveriş,375.43,Fatura Ödemesi,Doğalgaz
2024-03-25,ATM Çekimi,186.42,ATM,ATM Çekimi
2024-03-18,Seyahat,412.86,ATM,ATM Çekimi
2024-03-05,Fatura Ödemesi,306.84,ATM,ATM Çekimi
2024-03-13,Seyahat,355.54,Fatura Ödemesi,Doğalgaz
2024-03-18,Kafe,116.75,Seyahat,Otobüs
2024-03-08,ATM Çekimi,208.67,Fatura Ödemesi,Elektrik
2024-03-30,Alışveriş,301.76,Kafe,Starbucks
2024-03-04,Seyahat,305.2,Kafe,Kahve Dünyası
2024-03-30,Fatura Ödemesi,497.07,Seyahat,Uçak
2024-03-19,Fatura Ödemesi,74.77,Seyahat,Tren
2024-03-05,ATM Çekimi,391.36,Seyahat,Uçak
2024-03-28,Kafe,420.46,ATM,ATM Çekimi
2024-03-07,Fatura Ödemesi,32.92,ATM,ATM Çekimi
2024-03-18,Kafe,489.94,ATM,ATM Çekimi
2024-03-10,Seyahat,255.8,Giyim,Zara
2024-03-14,ATM Çekimi,63.13,Fatura Ödemesi,Doğalgaz
2024-03-04,Seyahat,336.2,Kafe,Kahve Dünyası
2024-03-25,ATM Çekimi,414.27,Giyim,LC Waikiki
2024-03-12,Kafe,16.22,ATM,ATM Çekimi
2024-03-09,Alışveriş,112.87,Fatura Ödemesi,Su
2024-03-29,Fatura Ödemesi,85.24,Kafe,Kahve Dünyası
2024-03-01,Seyahat,96.05,Fatura Ödemesi,Elektrik
2024-03-21,Alışveriş,71.02,Seyahat,Tren
2024-03-28,Kafe,67.36,ATM,ATM Çekimi
2024-03-16,ATM Çekimi,442.46,Kafe,Gloria Jeans
2024-03-11,Kafe,146.49,Kafe,Kahve Dünyası
2024-03-20,Kafe,97.61,Giyim,H&M
2024-03-15,Fatura Ödemesi,54.87,Kafe,Kahve Dünyası
2024-03-30,Fatura Ödemesi,164.29,Seyahat,Otobüs
2024-03-28,ATM Çekimi,445.44,ATM,ATM Çekimi
2024-03-28,ATM Çekimi,131.75,Kafe,Gloria Jeans
2024-03-16,Fatura Ödemesi,376.05,Kafe,Starbucks
2024-03-09,Fatura Ödemesi,352.0,ATM,ATM Çekimi
2024-03-05,Fatura Ödemesi,422.8,Giyim,Zara
2024-03-29,ATM Çekimi,302.93,ATM,ATM Çekimi
2024-03-25,Seyahat,361.79,Kafe,Gloria Jeans
2024-03-13,Seyahat,497.91,Fatura Ödemesi,Doğalgaz
2024-03-30,Alışveriş,311.72,Kafe,Starbucks
2024-03-10,Kafe,69.03,Giyim,H&M
2024-03-02,ATM Çekimi,103.46,Seyahat,Otobüs
2024-03-08,Kafe,103.81,Fatura Ödemesi,Su
2024-03-20,Kafe,194.36,Fatura Ödemesi,Elektrik
2024-03-04,Fatura Ödemesi,310.51,ATM,ATM Çekimi
2024-03-15,Seyahat,292.89,ATM,ATM Çekimi
2024-03-27,Fatura Ödemesi,487.09,Seyahat,Otobüs
2024-03-15,ATM Çekimi,410.5,Seyahat,Otobüs
2024-03-15,Seyahat,112.48,Kafe,Kahve Dünyası
2024-03-19,Fatura Ödemesi,66.6,Fatura Ödemesi,Su
2024-03-17,Fatura Ödemesi,56.36,Giyim,LC Waikiki
2024-03-19,ATM Çekimi,223.48,Fatura Ödemesi,Elektrik
2024-03-24,Fatura Ödemesi,363.26,Kafe,Kahve Dünyası
2024-03-17,Fatura Ödemesi,89.35,ATM,ATM Çekimi
2024-03-21,Fatura Ödemesi,64.17,Kafe,Starbucks
2024-03-09,Seyahat,448.83,Kafe,Kahve Dünyası
2024-03-28,ATM Çekimi,125.43,Fatura Ödemesi,Doğalgaz
2024-03-05,Kafe,266.46,Fatura Ödemesi,Su
2024-03-29,Seyahat,495.25,Seyahat,Otobüs
2024-03-02,ATM Çekimi,137.88,Fatura Ödemesi,Elektrik
2024-03-17,Fatura Ödemesi,162.18,ATM,ATM Çekimi
2024-03-21,Seyahat,392.96,Fatura Ödemesi,Doğalgaz
2024-03-03,ATM Çekimi,439.98,Seyahat,Uçak
2024-03-22,Seyahat,459.6,Fatura Ödemesi,Su
2024-03-22,Kafe,24.95,Kafe,Kahve Dünyası
2024-03-30,Kafe,324.3,Giyim,H&M
2024-03-25,Seyahat,442.35,Seyahat,Tren
2024-03-31,Seyahat,390.68,Giyim,LC Waikiki
2024-03-07,ATM Çekimi,331.74,Kafe,Starbucks
2024-03-09,Kafe,59.43,Giyim,Zara
2024-03-25,Seyahat,90.62,Kafe,Gloria Jeans
2024-03-25,Kafe,277.28,Kafe,Gloria Jeans
2024-03-24,ATM Çekimi,462.05,Seyahat,Otobüs
2024-03-28,Kafe,51.9,ATM,ATM Çekimi
2024-03-03,ATM Çekimi,445.24,Kafe,Starbucks
2024-03-16,Fatura Ödemesi,127.29,ATM,ATM Çekimi
2024-03-18,Kafe,84.84,Kafe,Gloria Jeans
2024-03-29,Alışveriş,162.93,Seyahat,Tren
2024-03-21,Seyahat,446.24,ATM,ATM Çekimi
2024-03-26,Alışveriş,380.2,Seyahat,Uçak
2024-03-05,ATM Çekimi,332.64,ATM,ATM Çekimi
2024-03-06,Alışveriş,196.56,Seyahat,Uçak
2024-03-07,Fatura Ödemesi,148.13,Seyahat,Uçak
2024-03-03,Alışveriş,421.06,Seyahat,Tren
2024-03-04,Fatura Ödemesi,441.83,Kafe,Gloria Jeans
2024-03-01,ATM Çekimi,482.91,Giyim,LC Waikiki
2024-03-20,Fatura Ödemesi,498.32,Fatura Ödemesi,Su
2024-03-30,Kafe,478.93,Seyahat,Otobüs
2024-03-31,Kafe,320.25,Fatura Ödemesi,Su
2024-03-19,Seyahat,481.05,Fatura Ödemesi,Su
2024-03-13,ATM Çekimi,142.45,Fatura Ödemesi,Su
2024-03-05,Kafe,227.98,ATM,ATM Çekimi
2024-03-04,Seyahat,382.03,Seyahat,Uçak
2024-03-15,Seyahat,37.71,ATM,ATM Çekimi
2024-03-02,Seyahat,182.32,Kafe,Starbucks
2024-03-27,Fatura Ödemesi,205.92,Fatura Ödemesi,Doğalgaz
2024-03-05,Alışveriş,155.43,Seyahat,Tren
2024-03-01,Alışveriş,247.25,Fatura Ödemesi,Su
2024-03-03,Fatura Ödemesi,361.48,Kafe,Kahve Dünyası
2024-03-03,ATM Çekimi,334.13,Kafe,Kahve Dünyası
2024-03-16,Alışveriş,215.62,Fatura Ödemesi,Elektrik
2024-03-26,Alışveriş,273.22,Fatura Ödemesi,Doğalgaz
2024-03-27,Fatura Ödemesi,78.34,Kafe,Starbucks
2024-03-17,Seyahat,190.04,Fatura Ödemesi,Su
2024-03-11,Alışveriş,105.64,Fatura Ödemesi,Su
2024-03-13,Seyahat,293.44,Seyahat,Otobüs
2024-03-03,Alışveriş,343.56,Fatura Ödemesi,Elektrik
2024-03-27,Fatura Ödemesi,245.84,Kafe,Gloria Jeans
2024-03-07,Seyahat,392.36,Kafe,Gloria Jeans
2024-03-10,ATM Çekimi,351.71,ATM,ATM Çekimi
2024-03-08,ATM Çekimi,296.78,Giyim,LC Waikiki
2024-03-05,Seyahat,475.68,Seyahat,Uçak
2024-03-05,Seyahat,268.82,Giyim,LC Waikiki
2024-03-19,ATM Çekimi,450.64,Fatura Ödemesi,Doğalgaz
2024-03-04,ATM Çekimi,221.2,Kafe,Starbucks
