Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024-03-30,Seyahat,29.28,Giyim,LC Waikiki
2024-03-17,Alışveriş,492.64,Seyahat,Otobüs
2024-03-30,ATM Çekimi,348.63,Kafe,Kahve Dünyası
2024-03-27,ATM Çekimi,296.82,Seyahat,Otobüs
2024-03-02,ATM Çekimi,96.78,Kafe,Kahve Dünyası
2024-03-28,Seyahat,183.01,Kafe,Starbucks
2024-03-06,Fatura Ödemesi,304.59,Seyahat,Otobüs
2024-03-03,Seyahat,26.33,ATM,ATM Çekimi
2024-03-29,ATM Çekimi,457.53,Kafe,Kahve Dünyası
2024-03-09,Kafe,178.46,Giyim,Zara
2024-03-30,ATM Çekimi,473.9,Kafe,Starbucks
2024-03-05,Alışveriş,359.64,Giyim,H&M
2024-03-01,Alışveriş,361.86,Fatura Ödemesi,Doğalgaz
2024-03-19,Alışveriş,417.11,ATM,ATM Çekimi
2024-03-21,Kafe,80.04,Seyahat,Otobüs
2024-03-25,ATM Çekimi,426.06,Fatura Ödemesi,Doğalgaz
2024-03-02,Seyahat,177.23,Kafe,Gloria Jeans
2024-03-14,ATM Çekimi,137.23,ATM,ATM Çekimi
2024-03-03,ATM Çekimi,125.25,Fatura Ödemesi,Doğalgaz
2024-03-27,Alışveriş,107.6,Kafe,Starbucks
2024-03-03,Alışveriş,213.4,Fatura Ödemesi,Elektrik
2024-03-04,Kafe,394.45,Fatura Ödemesi,Elektrik
2024-03-08,Kafe,489.71,Kafe,Gloria Jeans
2024-03-17,Seyahat,115.54,ATM,ATM Çekimi
2024-03-22,Seyahat,302.77,Giyim,H&M
2024-03-12,Alışveriş,214.17,Kafe,Starbucks
2024-03-06,Fatura Ödemesi,121.74,ATM,ATM Çekimi
2024-03-18,Seyahat,365.56,Kafe,Starbucks
2024-03-08,Kafe,169.36,Seyahat,Otobüs
2024-03-08,Kafe,77.1,ATM,ATM Çekimi
2024-03-11,Alışveriş,167.27,Seyahat,Tren
2024-03-23,Alışveriş,130.0,Kafe,Starbucks
2024-03-17,Fatura Ödemesi,231.96,Seyahat,Uçak
2024-03-16,ATM Çekimi,116.65,Giyim,LC Waikiki
2024-03-16,Fatura Ödemesi,170.71,Kafe,Kahve Dünyası
2024-03-24,Fatura Ödemesi,388.49,Seyahat,Uçak
2024-03-17,Seyahat,477.36,Giyim,H&M
2024-03-31,Fatura Ödemesi,213.93,Giyim,LC Waikiki
2024-03-01,Seyahat,431.36,Giyim,H&M
2024-03-30,Seyahat,316.71,ATM,ATM Çekimi
2024-03-12,Alışveriş,468.3,ATM,ATM Çekimi
2024-03-18,Seyahat,257.22,Kafe,Gloria Jeans
2024-03-18,Seyahat,379.18,Seyahat,Tren
2024-03-20,Fatura Ödemesi,480.75,Giyim,H&M
2024-03-30,Fatura Ödemesi,468.76,Giyim,H&M
2024-03-23,Fatura Ödemesi,53.0,Fatura Ödemesi,Elektrik
2024-03-29,Alışveriş,401.21,Fatura Ödemesi,Su
2024-03-02,ATM Çekimi,436.53,Kafe,Gloria Jeans
2024-03-25,Alışveriş,431.84,ATM,ATM Çekimi
2024-03-18,Fatura Ödemesi,59.1,Kafe,Kahve Dünyası
2024-03-08,Alışveriş,92.77,Fatura Ödemesi,Elektrik
2024-03-19,ATM Çekimi,469.99,Fatura Ödemesi,Su
2024-03-31,ATM Çekimi,460.44,Fatura Ödemesi,Elektrik
2024-03-13,Kafe,279.2,Seyahat,Uçak
2024-03-12,Fatura Ödemesi,43.76,Giyim,LC Waikiki
2024-03-10,Kafe,192.3,Seyahat,Otobüs
2024-03-27,Alışveriş,119.17,Fatura Ödemesi,Su
2024-03-15,Fatura Ödemesi,394.39,Fatura Ödemesi,Su
2024-03-25,Alışveriş,338.46,ATM,ATM Çekimi
2024-03-23,ATM Çekimi,35.71,Kafe,Starbucks
2024-03-17,Kafe,217.1,Seyahat,Tren
2024-03-13,Alışveriş,12.23,Kafe,Kahve Dünyası
2024-03-26,Seyahat,214.74,Fatura Ödemesi,Doğalgaz
2024-03-16,Fatura Ödemesi,64.11,Giyim,LC Waikiki
2024-03-31,ATM Çekimi,316.96,ATM,ATM Çekimi
2024-03-14,Seyahat,373.82,Fatura Ödemesi,Elektrik
2024-03-29,Fatura Ödemesi,40.48,Fatura Ödemesi,Elektrik
2024-03-24,Kafe,183.96,ATM,ATM Çekimi
2024-03-26,Alışveriş,481.06,Fatura Ödemesi,Su
2024-03-21,Seyahat,470.41,ATM,ATM Çekimi
2024-03-05,ATM Çekimi,202.45,Fatura Ödemesi,Doğalgaz
2024-03-20,Kafe,178.0,Giyim,H&M
2024-03-08,Alışveriş,158.42,ATM,ATM Çekimi
2024-03-06,Fatura Ödemesi,324.81,Kafe,Kahve Dünyası
2024-03-31,Kafe,271.48,ATM,ATM Çekimi
2024-03-15,Seyahat,461.66,ATM,ATM Çekimi
2024-03-04,ATM Çekimi,17.82,Kafe,Gloria Jeans
2024-03-29,Kafe,388.84,Kafe,Gloria Jeans
2024-03-23,Kafe,135.37,Giyim,Zara
2024-03-18,Kafe,466.46,Seyahat,Otobüs
2024-03-08,Fatura Ödemesi,423.71,Kafe,Gloria Jeans
2024-03-24,Fatura Ödemesi,266.84,Seyahat,Otobüs
2024-03-09,Seyahat,299.2,Giyim,LC Waikiki
2024-03-16,Seyahat,307.9,Fatura Ödemesi,Elektrik
2024-03-03,Fatura Ödemesi,91.11,Seyahat,Tren
2024-03-08,Seyahat,31.29,Seyahat,Otobüs
2024-03-06,ATM Çekimi,303.63,Kafe,Kahve Dünyası
2024-03-22,Alışveriş,333.48,Kafe,Kahve Dünyası
2024-03-15,ATM Çekimi,423.41,ATM,ATM Çekimi
2024-03-14,Fatura Ödemesi,267.58,ATM,ATM Çekimi
2024-03-14,Seyahat,160.63,Fatura Ödemesi,Elektrik
2024-03-20,ATM Çekimi,130.17,Kafe,Starbucks
2024-03-08,Alışveriş,148.29,Giyim,H&M
2024-03-30,Fatura Ödemesi,485.61,ATM,ATM Çekimi
2024-03-03,Alışveriş,265.05,Giyim,LC Waikiki
2024-03-31,Fatura Ödemesi,60.05,Kafe,Starbucks
2024-03-02,Kafe,127.59,Kafe,Gloria Jeans
2024-03-20,Kafe,288.47,Seyahat,Tren
2024-03-21,Seyahat,195.45,Seyahat,Otobüs
2024-03-02,Fatura Ödemesi,474.2,Kafe,Starbucks
2024-03-18,Kafe,117.87,Kafe,Starbucks
2024-03-15,Fatura Ödemesi,318.26,ATM,ATM Çekimi
2024-03-04,ATM Çekimi,308.97,Giyim,LC Waikiki
2024-03-16,Alışveriş,138.81,Kafe,Starbucks
2024-03-14,Alışveriş,82.81,Seyahat,Otobüs
2024-03-16,Seyahat,189.57,ATM,ATM Çekimi
2024-03-10,Alışveriş,234.41,Seyahat,Uçak
2024-03-16,Alışveriş,89.14,ATM,ATM Çekimi
2024-03-05,Alışveriş,225.91,Kafe,Starbucks
2024-03-22,Alışveriş,492.82,Seyahat,Otobüs
2024-03-26,Fatura Ödemesi,80.0,Fatura Ödemesi,Su
2024-03-22,Kafe,51.82,ATM,ATM Çekimi
2024-03-22,Seyahat,320.89,Fatura Ödemesi,Elektrik
2024-03-09,Fatura Ödemesi,171.16,Giyim,H&M
2024-03-19,Seyahat,83.0,ATM,ATM Çekimi
2024-03-12,Alışveriş,370.78,Seyahat,Tren
2024-03-02,ATM Çekimi,167.93,ATM,ATM Çekimi
2024-03-14,Kafe,310.03,Seyahat,Otobüs
2024-03-18,Fatura Ödemesi,400.41,Giyim,Zara
2024-03-07,Kafe,49.77,Fatura Ödemesi,Su
2024-03-01,Alışveriş,434.9,Kafe,Starbucks
2024-03-04,Alışveriş,101.6,Giyim,LC Waikiki
2024-03-11,ATM Çekimi,488.71,ATM,ATM Çekimi
2024-03-11,Seyahat,34.07,ATM,ATM Çekimi
2024-03-04,ATM Çekimi,455.94,ATM,ATM Çekimi
2024-03-24,Seyahat,420.47,Fatura Ödemesi,Doğalgaz
2024-03-07,ATM Çekimi,460.37,Kafe,Kahve Dünyası
2024-03-02,Kafe,434.32,ATM,ATM Çekimi
2024-03-08,Kafe,281.27,Fatura Ödemesi,Doğalgaz
2024-03-23,Fatura Ödemesi,307.36,Kafe,Gloria Jeans
2024-03-28,Alışveriş,477.43,Seyahat,Tren
2024-03-15,ATM Çekimi,311.56,Giyim,H&M
2024-03-11,Seyahat,263.69,Fatura Ödemesi,Doğalgaz
2024-03-09,ATM Çekimi,218.34,Kafe,Starbucks
2024-03-31,Fatura Ödemesi,346.29,Seyahat,Uçak
2024-03-05,Seyahat,337.36,Fatura Ödemesi,Su
2024-03-26,ATM Çekimi,285.91,ATM,ATM Çekimi
2024-03-25,ATM Çekimi,120.51,Seyahat,Uçak
2024-03-11,Seyahat,251.69,Kafe,Starbucks
2024-03-25,Kafe,390.92,ATM,ATM Çekimi
2024-03-10,Fatura Ödemesi,328.12,Seyahat,Uçak
2024-03-06,Fatura Ödemesi,129.19,ATM,ATM Çekimi
2024-03-03,Seyahat,76.51,ATM,ATM Çekimi
2024-03-29,Seyahat,87.01,Fatura Ödemesi,Su
2024-03-12,ATM Çekimi,410.51,Seyahat,Tren
2024-03-09,Kafe,493.31,Seyahat,Tren
2024-03-04,Alışveriş,30.17,Giyim,Zara
2024-03-17,ATM Çekimi,278.74,Giyim,H&M
2024-03-18,Fatura Ödemesi,70.58,Seyahat,Uçak
2024-03-17,Alışveriş,369.04,Kafe,Starbucks
2024-03-18,Kafe,479.57,Kafe,Kahve Dünyası
2024-03-28,ATM Çekimi,62.62,Fatura Ödemesi,Elektrik
2024-03-09,Alışveriş,498.27,Seyahat,Tren
2024-03-15,Seyahat,318.81,Fatura Ödemesi,Elektrik
2024-03-18,Fatura Ödemesi,50.26,Giyim,Zara
2024-03-20,Kafe,115.25,Seyahat,Uçak
2024-03-03,Alışveriş,216.68,ATM,ATM Çekimi
2024-03-17,Alışveriş,447.28,Seyahat,Tren
2024-03-11,Kafe,61.4,Seyahat,Uçak
2024-03-08,Seyahat,273.08,Giyim,LC Waikiki
2024-03-27,Fatura Ödemesi,383.49,ATM,ATM Çekimi
2024-03-31,ATM Çekimi,295.58,Fatura Ödemesi,Su
2024-03-13,Fatura Ödemesi,92.8,Giyim,LC Waikiki
2024-03-22,Alışveriş,205.15,Giyim,LC Waikiki
2024-03-21,Alışveriş,139.0,Giyim,H&M
2024-03-16,Kafe,219.24,ATM,ATM Çekimi
2024-03-13,Seyahat,391.3,Kafe,Kahve Dünyası
2024-03-07,Fatura Ödemesi,435.98,Seyahat,Otobüs
2024-03-09,ATM Çekimi,214.25,Kafe,Gloria Jeans
2024-03-19,Fatura Ödemesi,104.79,Kafe,Starbucks
2024-03-07,Seyahat,316.93,Kafe,Kahve Dünyası
2024-03-26,Seyahat,102.07,Giyim,LC Waikiki
2024-03-17,Fatura Ödemesi,257.97,Fatura Ödemesi,Su
2024-03-10,Alışveriş,195.71,Fatura Ödemesi,Doğalgaz
2024-03-12,ATM Çekimi,270.82,Kafe,Kahve Dünyası
2024-03-28,ATM Çekimi,342.23,Giyim,H&M
2024-03-28,Fatura Ödemesi,414.38,Seyahat,Tren
2024-03-04,Fatura Ödemesi,190.97,Kafe,Kahve Dünyası
2024-03-30,Alışveriş,313.84,Fatura Ödemesi,Su
2024-03-20,Seyahat,93.1,Kafe,Starbucks
2024-03-26,Seyahat,438.54,Seyahat,Tren
2024-03-24,Alışveriş,418.2,Fatura Ödemesi,Elektrik
2024-03-14,Alışveriş,279.32,Fatura Ödemesi,Su
2024-03-14,Kafe,427.96,Kafe,Kahve Dünyası
2024-03-20,Kafe,112.86,Kafe,Gloria Jeans
2024-03-17,Seyahat,377.06,ATM,ATM Çekimi
2024-03-17,Seyahat,95.5,Seyahat,Tren
2024-03-18,Alışveriş,287.98,ATM,ATM Çekimi
2024-03-24,Fatura Ödemesi,459.8,Kafe,Starbucks
2024-03-15,ATM Çekimi,35.3,Giyim,Zara
2024-03-20,Alışveriş,67.16,Kafe,Gloria Jeans
2024-03-27,Seyahat,374.79,Kafe,Starbucks
2024-03-03,Fatura Ödemesi,91.66,Seyahat,Tren
2024-03-28,ATM Çekimi,160.02,Kafe,Starbucks
2024-03-15,Seyahat,316.8,ATM,ATM Çekimi
2024-03-03,Alışveriş,403.23,Fatura Ödemesi,Elektrik
2024-03-15,Seyahat,13.7,ATM,ATM Çekimi
2024-03-27,Fatura Ödemesi,235.34,Seyahat,Uçak
2024-03-15,Kafe,469.43,Fatura Ödemesi,Doğalgaz
2024-03-11,Kafe,381.82,Seyahat,Otobüs
2024-03-23,Seyahat,284.97,ATM,ATM Çekimi
2024-03-21,Fatura Ödemesi,269.71,ATM,ATM Çekimi
2024-03-31,Kafe,53.06,Giyim,Zara
2024-03-08,Seyahat,23.14,Fatura Ödemesi,Doğalgaz
2024-03-11,Kafe,131.37,Kafe,Kahve Dünyası
2024-03-01,Seyahat,215.78,Fatura Ödemesi,Su
2024-03-22,Kafe,277.73,Fatura Ödemesi,Elektrik
2024-03-09,Fatura Ödemesi,358.73,Giyim,Zara
2024-03-20,Kafe,140.19,Kafe,Gloria Jeans
2024-03-12,Seyahat,258.74,Giyim,H&M
2024-03-17,Alışveriş,366.05,Giyim,Zara
2024-03-10,Fatura Ödemesi,61.24,Seyahat,Uçak
2024-03-05,ATM Çekimi,82.99,Giyim,LC Waikiki
2024-03-15,Kafe,197.08,ATM,ATM Çekimi
2024-03-04,Alışveriş,35.63,Giyim,H&M
2024-03-30,ATM Çekimi,142.66,Seyahat,Otobüs
2024-03-31,Seyahat,454.87,Fatura Ödemesi,Su
2024-03-06,Fatura Ödemesi,271.47,ATM,ATM Çekimi
2024-03-30,Fatura Ödemesi,228.87,Giyim,H&M
2024-03-16,ATM Çekimi,72.13,ATM,ATM Çekimi
2024-03-29,ATM Çekimi,128.68,Seyahat,Uçak
2024-03-20,Alışveriş,215.97,ATM,ATM Çekimi
2024-03-08,ATM Çekimi,341.94,Seyahat,Uçak
2024-03-29,Kafe,88.66,ATM,ATM Çekimi
2024-03-26,Fatura Ödemesi,360.15,Giyim,Zara
2024-03-18,ATM Çekimi,144.27,Seyahat,Uçak
2024-03-12,Fatura Ödemesi,365.7,Kafe,Starbucks
2024-03-16,Alışveriş,390.42,Fatura Ödemesi,Elektrik
2024-03-29,Kafe,150.69,ATM,ATM Çekimi
2024-03-02,Alışveriş,421.34,Giyim,LC Waikiki
2024-03-19,Fatura Ödemesi,24.09,Kafe,Starbucks
2024-03-29,Fatura Ödemesi,469.15,Seyahat,Uçak
2024-03-05,Kafe,431.63,Fatura Ödemesi,Doğalgaz
2024-03-27,Seyahat,320.13,Seyahat,Uçak
2024-03-15,ATM Çekimi,165.68,ATM,ATM Çekimi
2024-03-15,Alışveriş,68.56,Seyahat,Uçak
2024-03-19,ATM Çekimi,346.72,ATM,ATM Çekimi
2024-03-07,Alışveriş,117.84,ATM,ATM Çekimi
2024-03-18,ATM Çekimi,213.4,Fatura Ödemesi,Elektrik
2024-03-18,Fatura Ödemesi,20.99,ATM,ATM Çekimi
2024-03-02,Seyahat,287.51,Kafe,Starbucks
2024-03-23,Kafe,298.66,Giyim,Zara
2024-03-10,ATM Çekimi,439.67,ATM,ATM Çekimi
2024-03-12,Alışveriş,44.68,Giyim,Zara
2024-03-27,Kafe,358.33,ATM,ATM Çekimi
2024-03-25,ATM Çekimi,110.0,Fatura Ödemesi,Su
2024-03-02,Kafe,402.91,Kafe,Gloria Jeans
2024-03-18,ATM Çekimi,87.23,Giyim,LC Waikiki
2024-03-24,Seyahat,409.15,Seyahat,Uçak
2024-03-22,Alışveriş,412.03,ATM,ATM Çekimi
2024-03-27,Alışveriş,242.89,Seyahat,Tren
2024-03-30,Alışveriş,356.54,ATM,ATM Çekimi
2024-03-25,Seyahat,149.26,Fatura Ödemesi,Elektrik
2024-03-01,Alışveriş,211.69,ATM,ATM Çekimi
2024-03-19,Seyahat,237.06,Kafe,Gloria Jeans
2024-03-07,Fatura Ödemesi,115.33,Seyahat,Uçak
2024-03-26,Fatura Ödemesi,59.24,ATM,ATM Çekimi
2024-03-25,Seyahat,305.84,ATM,ATM Çekimi
2024-03-23,Kafe,277.67,Fatura Ödemesi,Su
2024-03-31,Alışveriş,79.71,Seyahat,Tren
2024-03-12,Fatura Ödemesi,306.9,Seyahat,Otobüs
2024-03-15,ATM Çekimi,151.23,Seyahat,Uçak
2024-03-23,Kafe,141.96,Seyahat,Tren
2024-03-25,Alışveriş,134.75,Kafe,Starbucks
2024-03-09,Seyahat,143.18,Fatura Ödemesi,Elektrik
2024-03-21,ATM Çekimi,338.4,ATM,ATM Çekimi
2024-03-26,Fatura Ödemesi,371.05,Kafe,Kahve Dünyası
2024-03-03,Seyahat,451.74,Fatura Ödemesi,Elektrik
2024-03-30,Fatura Ödemesi,183.62,Kafe,Kahve Dünyası
2024-03-04,ATM Çekimi,69.83,Seyahat,Otobüs
2024-03-06,Fatura Ödemesi,413.73,Kafe,Gloria Jeans
2024-03-31,Seyahat,93.89,Seyahat,Tren
2024-03-08,Seyahat,330.12,Fatura Ödemesi,Elektrik
2024-03-16,Kafe,76.45,Giyim,Zara
2024-03-12,ATM Çekimi,440.32,Giyim,LC Waikiki
2024-03-28,Seyahat,482.24,Giyim,Zara
2024-03-03,Seyahat,180.7,Giyim,H&M
2024-03-15,Seyahat,235.0,Seyahat,Uçak
2024-03-22,Alışveriş,289.06,Giyim,H&M
2024-03-27,ATM Çekimi,193.93,ATM,ATM Çekimi
2024-03-27,Kafe,341.03,Seyahat,Uçak
2024-03-23,Fatura Ödemesi,267.31,Kafe,Starbucks
2024-03-23,Seyahat,210.99,Giyim,LC Waikiki
2024-03-26,Kafe,233.94,Kafe,Gloria Jeans
2024-03-18,Seyahat,267.38,Fatura Ödemesi,Doğalgaz
2024-03-17,Kafe,45.93,Seyahat,Uçak
2024-03-08,Seyahat,392.82,Giyim,LC Waikiki
2024-03-09,Alışveriş,70.16,Giyim,LC Waikiki
2024-03-28,Alışveriş,478.36,Kafe,Gloria Jeans
2024-03-16,ATM Çekimi,497.33,ATM,ATM Çekimi
2024-03-31,Fatura Ödemesi,230.32,Seyahat,Tren
2024-03-07,ATM Çekimi,343.71,ATM,ATM Çekimi
2024-03-02,Kafe,396.44,Fatura Ödemesi,Doğalgaz
2024-03-04,Fatura Ödemesi,488.93,Seyahat,Tren
2024-03-18,ATM Çekimi,41.39,Kafe,Starbucks
2024-03-05,ATM Çekimi,104.58,Fatura Ödemesi,Su
2024-03-08,Alışveriş,243.09,Seyahat,Tren
2024-03-22,Alışveriş,38.7,Seyahat,Tren
2024-03-10,Kafe,210.28,ATM,ATM Çekimi
2024-03-19,Fatura Ödemesi,64.56,Fatura Ödemesi,Su
2024-03-20,ATM Çekimi,429.18,Fatura Ödemesi,Doğalgaz
2024-03-04,Kafe,329.23,Seyahat,Uçak
2024-03-29,Alışveriş,272.0,Fatura Ödemesi,Su
2024-03-26,Seyahat,331.13,ATM,ATM Çekimi
2024-03-21,Kafe,442.37,Giyim,H&M
2024-03-14,ATM Çekimi,471.21,ATM,ATM Çekimi
2024-03-10,Alışveriş,48.23,Seyahat,Otobüs
2024-03-20,Fatura Ödemesi,223.09,Fatura Ödemesi,Doğalgaz
2024-03-20,Seyahat,93.32,Fatura Ödemesi,Elektrik
2024-03-09,Kafe,73.75,ATM,ATM Çekimi
2024-03-29,Kafe,131.86,Kafe,Gloria Jeans
2024-03-07,ATM Çekimi,417.99,Giyim,H&M
2024-03-29,Seyahat,377.56,Seyahat,Otobüs
2024-03-10,ATM Çekimi,93.89,Seyahat,Otobüs
2024-03-08,Seyahat,122.37,Seyahat,Otobüs
2024-03-07,Alışveriş,371.71,Giyim,Zara
2024-03-03,Kafe,159.99,Giyim,H&M
2024-03-14,Alışveriş,353.78,Giyim,H&M
2024-03-01,Alışveriş,257.42,Fatura Ödemesi,Elektrik
2024-03-27,Alışveriş,157.09,Giyim,LC Waikiki
2024-03-03,Kafe,427.98,Kafe,Kahve Dünyası
2024-03-14,Kafe,221.03,Kafe,Starbucks
2024-03-08,ATM Çekimi,378.3,Fatura Ödemesi,Doğalgaz
2024-03-30,ATM Çekimi,467.15,ATM,ATM Çekimi
2024-03-03,Kafe,162.3,Seyahat,Uçak
2024-03-05,Fatura Ödemesi,171.26,Kafe,Kahve Dünyası
2024-03-27,Kafe,132.1,Kafe,Kahve Dünyası
2024-03-27,Alışveriş,200.68,Kafe,Starbucks
2024-03-09,Seyahat,60.06,Fatura Ödemesi,Doğalgaz
2024-03-23,Kafe,434.57,ATM,ATM Çekimi
2024-03-15,ATM Çekimi,415.09,Giyim,LC Waikiki
2024-03-10,Alışveriş,192.37,Kafe,Gloria Jeans
2024-03-20,Alışveriş,417.3,Giyim,Zara
2024-03-16,Seyahat,425.16,Seyahat,Tren
2024-03-08,ATM Çekimi,459.45,Fatura Ödemesi,Doğalgaz
2024-03-11,Fatura Ödemesi,413.58,Fatura Ödemesi,Elektrik
2024-03-18,Fatura Ödemesi,460.02,ATM,ATM Çekimi
2024-03-27,Kafe,318.83,Seyahat,Uçak
2024-03-03,Alışveriş,326.11,Kafe,Kahve Dünyası
2024-03-11,Seyahat,101.06,Fatura Ödemesi,Elektrik
2024-03-08,Alışveriş,189.31,Fatura Ödemesi,Doğalgaz
2024-03-27,Alışveriş,169.94,Kafe,Starbucks
2024-03-26,Kafe,465.72,Giyim,LC Waikiki
2024-03-19,Alışveriş,441.98,Fatura Ödemesi,Elektrik
2024-03-29,Alışveriş,174.26,ATM,ATM Çekimi
2024-03-15,Kafe,111.44,ATM,ATM Çekimi
2024-03-29,Alışveriş,287.57,Giyim,H&M
2024-03-30,Kafe,265.88,Kafe,Starbucks
2024-03-09,Seyahat,268.66,Kafe,Kahve Dünyası
2024-03-26,Fatura Ödemesi,224.49,Seyahat,Uçak
2024-03-27,ATM Çekimi,334.57,Fatura Ödemesi,Su
2024-03-30,Fatura Ödemesi,104.53,Giyim,H&M
2024-03-11,Seyahat,173.7,Kafe,Gloria Jeans
2024-03-11,ATM Çekimi,429.48,Seyahat,Tren
2024-03-17,Fatura Ödemesi,443.61,ATM,ATM Çekimi
2024-03-11,Fatura Ödemesi,378.84,Fatura Ödemesi,Su
2024-03-15,Alışveriş,469.44,ATM,ATM Çekimi
2024-03-18,Alışveriş,104.76,ATM,ATM Çekimi
2024-03-23,ATM Çekimi,465.56,Kafe,Gloria Jeans
2024-03-26,Kafe,167.19,Kafe,Starbucks
2024-03-20,ATM Çekimi,81.97,Seyahat,Tren
2024-03-11,Seyahat,221.99,Giyim,H&M
2024-03-21,Alışveriş,327.5,Kafe,Gloria Jeans
2024-03-16,Seyahat,252.24,Fatura Ödemesi,Doğalgaz
2024-03-05,ATM Çekimi,105.31,Giyim,H&M
2024-03-04,Kafe,243.43,Giyim,Zara
2024-03-19,Seyahat,433.28,Fatura Ödemesi,Doğalgaz
2024-03-16,Kafe,303.79,Fatura Ödemesi,Elektrik
2024-03-18,Seyahat,48.81,Kafe,Gloria Jeans
2024-03-13,Fatura Ödemesi,432.69,Fatura Ödemesi,Doğalgaz
2024-03-02,ATM Çekimi,217.59,Seyahat,Otobüs
2024-03-02,Kafe,459.76,Seyahat,Tren
2024-03-26,ATM Çekimi,290.9,Seyahat,Tren
2024-03-31,Alışveriş,82.22,Giyim,LC Waikiki
2024-03-02,ATM Çekimi,24.98,ATM,ATM Çekimi
2024-03-23,Kafe,479.6,Giyim,H&M
2024-03-11,Alışveriş,183.09,ATM,ATM Çekimi
2024-03-07,Seyahat,368.73,Seyahat,Tren
2024-03-16,Kafe,67.22,ATM,ATM Çekimi
2024-03-13,ATM Çekimi,67.43,Fatura Ödemesi,Doğalgaz
2024-03-06,ATM Çekimi,43.06,Seyahat,Otobüs
2024-03-14,Seyahat,116.21,Giyim,LC Waikiki
2024-03-13,Seyahat,441.07,Kafe,Gloria Jeans
2024-03-31,Fatura Ödemesi,435.28,ATM,ATM Çekimi
2024-03-13,Kafe,138.22,Kafe,Kahve Dünyası
2024-03-01,ATM Çekimi,316.99,Fatura Ödemesi,Elektrik
2024-03-08,Kafe,228.74,ATM,ATM Çekimi
2024-03-16,Fatura Ödemesi,486.9,Giyim,LC Waikiki
2024-03-19,Alışveriş,414.73,Seyahat,Tren
2024-03-26,Alışveriş,316.53,Seyahat,Tren
2024-03-01,Fatura Ödemesi,76.24,Fatura Ödemesi,Elektrik
2024-03-23,Seyahat,195.5,Fatura Ödemesi,Su
2024-03-08,Fatura Ödemesi,284.82,Fatura Ödemesi,Elektrik
2024-03-26,Alışveriş,210.47,Giyim,Zara
2024-03-21,Fatura Ödemesi,203.43,Giyim,LC Waikiki
2024-03-10,Alışveriş,326.21,Fatura Ödemesi,Doğalgaz
2024-03-29,Kafe,82.51,Seyahat,Uçak
2024-03-16,ATM Çekimi,342.13,Seyahat,Otobüs
2024-03-19,Fatura Ödemesi,72.44,ATM,ATM Çekimi
2024-03-22,Seyahat,373.94,Giyim,LC Waikiki
2024-03-27,Kafe,67.41,Giyim,H&M
2024-03-02,ATM Çekimi,451.9,Kafe,Starbucks
2024-03-21,ATM Çekimi,17.4,Giyim,LC Waikiki
2024-03-11,Seyahat,273.89,Kafe,Gloria Jeans
2024-03-08,Alışveriş,323.44,Kafe,Kahve Dünyası
2024-03-13,Alışveriş,67.95,Giyim,LC Waikiki
2024-03-22,ATM Çekimi,129.85,Fatura Ödemesi,Elektrik
2024-03-06,Kafe,228.44,Fatura Ödemesi,Doğalgaz
2024-03-24,Fatura Ödemesi,33.63,ATM,ATM Çekimi
2024-03-31,Kafe,38.11,ATM,ATM Çekimi
2024-03-21,Alışveriş,344.94,Kafe,Gloria Jeans
2024-03-20,Seyahat,398.39,Kafe,Starbucks
2024-03-13,Seyahat,93.7,Fatura Ödemesi,Elektrik
2024-03-17,ATM Çekimi,326.36,Fatura Ödemesi,Su
2024-03-16,Kafe,275.38,Kafe,Starbucks
2024-03-11,Alışveriş,119.99,Kafe,Gloria Jeans
2024-03-18,Seyahat,67.4,Fatura Ödemesi,Su
2024-03-17,Kafe,458.78,Fatura Ödemesi,Doğalgaz
2024-03-31,Alışveriş,418.2,Giyim,Zara
2024-03-01,Kafe,86.86,Kafe,Gloria Jeans
2024-03-15,Kafe,276.56,Kafe,Kahve Dünyası
2024-03-21,ATM Çekimi,462.18,Kafe,Kahve Dünyası
2024-03-05,Seyahat,296.3,Kafe,Starbucks
2024-03-15,Fatura Ödemesi,428.81,Seyahat,Tren
2024-03-26,Seyahat,498.29,Kafe,Starbucks
2024-03-03,Kafe,45.78,ATM,ATM Çekimi
2024-03-13,ATM Çekimi,423.7,Seyahat,Tren
2024-03-26,Fatura Ödemesi,49.81,Giyim,H&M
2024-03-10,Seyahat,498.49,Seyahat,Otobüs
2024-03-26,Seyahat,87.35,Seyahat,Tren
2024-03-04,Kafe,294.11,Fatura Ödemesi,Elektrik
2024-03-28,Fatura Ödemesi,115.37,Fatura Ödemesi,Su
2024-03-31,Fatura Ödemesi,80.84,Fatura Ödemesi,Elektrik
2024-03-06,Fatura Ödemesi,243.2,Giyim,LC Waikiki
2024-03-05,Kafe,433.69,Seyahat,Tren
2024-03-09,Alışveriş,123.9,ATM,ATM Çekimi
2024-03-09,Seyahat,252.4,Fatura Ödemesi,Su
2024-03-01,Seyahat,315.43,Fatura Ödemesi,Su
2024-03-18,Alışveriş,168.52,Giyim,H&M
2024-03-20,Kafe,386.19,ATM,ATM Çekimi
2024-03-02,ATM Çekimi,264.13,Kafe,Kahve Dünyası
2024-03-24,Kafe,134.74,ATM,ATM Çekimi
2024-03-26,ATM Çekimi,190.62,Kafe,Starbucks
2024-03-04,ATM Çekimi,396.34,Kafe,Gloria Jeans
